"consumption_id","building_id","price_id","consumption_date","amount"
97,7,1,"2018-12-01","4083.00"
98,6,1,"2018-12-01","4691.00"
99,1,1,"2018-12-01","5174.00"
100,2,1,"2018-12-01","4371.00"
101,8,1,"2018-12-01","6355.00"
102,11,1,"2018-12-01","6628.00"
103,10,1,"2018-12-01","4073.00"
104,4,1,"2018-11-01","4880.00"
105,5,1,"2018-11-01","4797.00"
106,3,1,"2018-11-01","5988.00"
107,9,1,"2018-11-01","4089.00"
108,7,1,"2018-11-01","4541.00"
109,6,1,"2018-11-01","4761.00"
110,1,1,"2018-11-01","6048.00"
111,2,1,"2018-11-01","3972.00"
112,8,1,"2018-11-01","5874.00"
113,11,1,"2018-11-01","5394.00"
114,10,1,"2018-11-01","6663.00"
115,4,1,"2018-10-01","5974.00"
116,5,1,"2018-10-01","6272.00"
117,3,1,"2018-10-01","5198.00"
118,9,1,"2018-10-01","4090.00"
119,7,1,"2018-10-01","5390.00"
120,6,1,"2018-10-01","4336.00"
121,1,1,"2018-10-01","6298.00"
122,2,1,"2018-10-01","4064.00"
123,8,1,"2018-10-01","5945.00"
124,11,1,"2018-10-01","6293.00"
125,10,1,"2018-10-01","4690.00"
126,4,1,"2018-09-01","4967.00"
127,5,1,"2018-09-01","6367.00"
128,3,1,"2018-09-01","6658.00"
129,9,1,"2018-09-01","4617.00"
130,7,1,"2018-09-01","5682.00"
131,6,1,"2018-09-01","5651.00"
132,1,1,"2018-09-01","6677.00"
133,11,2,"2017-05-01","38484.00"
134,10,2,"2017-05-01","42927.00"
135,4,2,"2017-04-01","45645.00"
136,5,2,"2017-04-01","47985.00"
137,3,2,"2017-04-01","42615.00"
138,9,2,"2017-04-01","52836.00"
139,7,2,"2017-04-01","25474.00"
140,6,2,"2017-04-01","28065.00"
141,1,2,"2017-04-01","31622.00"
142,2,2,"2017-04-01","41699.00"
143,8,2,"2017-04-01","39344.00"
144,11,2,"2017-04-01","37039.00"
145,10,2,"2017-04-01","26134.00"
146,4,2,"2017-03-01","51962.00"
147,5,2,"2017-03-01","47470.00"
148,3,2,"2017-03-01","29602.00"
149,9,2,"2017-03-01","44420.00"
150,7,2,"2017-03-01","48107.00"
151,6,2,"2017-03-01","44384.00"
152,1,2,"2017-03-01","29326.00"
153,2,2,"2017-03-01","50251.00"
154,8,2,"2017-03-01","25906.00"
155,11,2,"2017-03-01","33016.00"
156,10,2,"2017-03-01","42808.00"
157,4,2,"2017-02-01","41299.00"
158,5,2,"2017-02-01","48751.00"
159,3,2,"2017-02-01","39327.00"
160,9,2,"2017-02-01","37460.00"
161,7,2,"2017-02-01","48369.00"
162,6,2,"2017-02-01","36411.00"
163,1,2,"2017-02-01","43858.00"
164,2,2,"2017-02-01","48384.00"
165,8,2,"2017-02-01","44160.00"
166,11,2,"2017-02-01","29139.00"
167,10,2,"2017-02-01","32213.00"
168,4,2,"2017-01-01","51554.00"
169,5,2,"2017-01-01","50553.00"
170,3,2,"2017-01-01","37310.00"
171,9,2,"2017-01-01","29920.00"
172,7,2,"2017-01-01","24166.00"
173,6,2,"2017-01-01","43667.00"
174,1,2,"2017-01-01","27874.00"
175,2,2,"2017-01-01","29725.00"
176,8,2,"2017-01-01","37719.00"
177,11,2,"2017-01-01","38831.00"
178,10,2,"2017-01-01","46523.00"
179,4,2,"2017-12-01","37589.00"
180,5,2,"2017-12-01","50862.00"
181,3,2,"2017-12-01","27683.00"
182,9,2,"2017-12-01","26755.00"
183,7,2,"2017-12-01","43152.00"
184,6,2,"2017-12-01","36509.00"
185,1,2,"2017-12-01","41297.00"
186,2,2,"2017-12-01","45344.00"
187,8,2,"2017-12-01","34246.00"
188,11,2,"2017-12-01","29308.00"
189,10,2,"2017-12-01","48235.00"
190,4,2,"2017-11-01","34123.00"
191,5,2,"2017-11-01","35793.00"
192,3,2,"2017-11-01","53349.00"
193,9,2,"2017-11-01","35281.00"
194,7,2,"2017-11-01","31765.00"
195,6,2,"2017-11-01","51408.00"
196,1,2,"2017-11-01","44109.00"
197,2,2,"2017-11-01","37016.00"
198,8,2,"2017-11-01","52451.00"
199,11,2,"2017-11-01","50832.00"
200,10,2,"2017-11-01","32487.00"
201,4,2,"2017-10-01","39172.00"
202,5,2,"2017-10-01","30591.00"
203,3,2,"2017-10-01","53463.00"
204,9,2,"2017-10-01","54628.00"
205,7,2,"2017-10-01","32346.00"
206,6,2,"2017-10-01","40119.00"
207,1,2,"2017-10-01","32220.00"
208,2,2,"2017-10-01","49526.00"
209,8,2,"2017-10-01","27283.00"
210,11,2,"2017-10-01","50511.00"
211,10,2,"2017-10-01","30711.00"
212,4,2,"2017-09-01","28360.00"
213,5,2,"2017-09-01","53855.00"
214,3,2,"2017-09-01","53255.00"
215,9,2,"2017-09-01","50791.00"
216,7,2,"2017-09-01","50274.00"
217,6,2,"2017-09-01","42843.00"
218,1,2,"2017-09-01","47199.00"
219,2,2,"2017-09-01","53016.00"
220,8,2,"2017-09-01","29900.00"
221,11,2,"2017-09-01","53676.00"
222,10,2,"2017-09-01","45488.00"
223,4,2,"2017-08-01","34192.00"
224,5,2,"2017-08-01","52952.00"
225,3,2,"2017-08-01","47786.00"
226,9,2,"2017-08-01","53798.00"
227,7,2,"2017-08-01","29888.00"
228,6,2,"2017-08-01","36467.00"
229,1,2,"2017-08-01","49354.00"
230,2,2,"2017-08-01","28075.00"
231,8,2,"2017-08-01","40757.00"
232,11,2,"2017-08-01","39229.00"
233,10,2,"2017-08-01","31581.00"
234,4,2,"2017-07-01","48935.00"
235,5,2,"2017-07-01","33902.00"
236,3,2,"2017-07-01","46296.00"
237,9,2,"2017-07-01","28915.00"
238,7,2,"2017-07-01","39088.00"
239,6,2,"2017-07-01","24991.00"
240,1,2,"2017-07-01","40158.00"
241,2,2,"2017-07-01","35724.00"
242,8,2,"2017-07-01","25068.00"
243,11,2,"2017-07-01","26522.00"
244,10,2,"2017-07-01","25116.00"
245,4,2,"2017-06-01","37972.00"
246,5,2,"2017-06-01","27128.00"
247,3,2,"2017-06-01","53347.00"
248,9,2,"2017-06-01","47847.00"
249,7,2,"2017-06-01","36082.00"
250,6,2,"2017-06-01","39261.00"
251,1,2,"2017-06-01","39142.00"
252,2,2,"2017-06-01","43392.00"
253,8,2,"2017-06-01","43250.00"
254,11,2,"2017-06-01","48186.00"
255,10,2,"2017-06-01","26536.00"
256,4,2,"2017-05-01","29558.00"
257,5,2,"2017-05-01","41177.00"
258,3,2,"2017-05-01","35980.00"
259,9,2,"2017-05-01","44179.00"
260,7,2,"2017-05-01","38616.00"
261,6,2,"2017-05-01","37586.00"
262,1,2,"2017-05-01","46809.00"
263,2,2,"2017-05-01","24455.00"
264,8,2,"2017-05-01","41338.00"
265,2,3,"2018-09-01","54626.00"
266,8,3,"2018-09-01","39232.00"
267,11,3,"2018-09-01","35897.00"
268,10,3,"2018-09-01","48414.00"
269,4,3,"2018-08-01","37989.00"
270,5,3,"2018-08-01","39041.00"
271,3,3,"2018-08-01","32296.00"
272,9,3,"2018-08-01","47605.00"
273,7,3,"2018-08-01","54285.00"
274,6,3,"2018-08-01","42088.00"
275,1,3,"2018-08-01","38249.00"
276,2,3,"2018-08-01","31595.00"
277,8,3,"2018-08-01","42135.00"
278,11,3,"2018-08-01","28967.00"
279,10,3,"2018-08-01","44195.00"
280,4,3,"2018-07-01","55133.00"
281,5,3,"2018-07-01","45551.00"
282,3,3,"2018-07-01","37720.00"
283,9,3,"2018-07-01","54714.00"
284,7,3,"2018-07-01","53082.00"
285,6,3,"2018-07-01","50413.00"
286,1,3,"2018-07-01","51630.00"
287,2,3,"2018-07-01","47436.00"
288,8,3,"2018-07-01","34208.00"
289,11,3,"2018-07-01","47635.00"
290,10,3,"2018-07-01","27574.00"
291,4,3,"2018-06-01","54232.00"
292,5,3,"2018-06-01","32325.00"
293,3,3,"2018-06-01","30838.00"
294,9,3,"2018-06-01","51116.00"
295,7,3,"2018-06-01","55774.00"
296,6,3,"2018-06-01","51301.00"
297,1,3,"2018-06-01","28002.00"
298,2,3,"2018-06-01","51817.00"
299,8,3,"2018-06-01","47224.00"
300,11,3,"2018-06-01","37307.00"
301,10,3,"2018-06-01","55665.00"
302,4,3,"2018-05-01","49713.00"
303,5,3,"2018-05-01","50930.00"
304,3,3,"2018-05-01","43927.00"
305,9,3,"2018-05-01","30591.00"
306,7,3,"2018-05-01","32336.00"
307,6,3,"2018-05-01","39937.00"
308,1,3,"2018-05-01","48891.00"
309,2,3,"2018-05-01","29206.00"
310,8,3,"2018-05-01","26348.00"
311,11,3,"2018-05-01","49063.00"
312,10,3,"2018-05-01","35861.00"
313,4,3,"2018-04-01","53800.00"
314,5,3,"2018-04-01","45451.00"
315,3,3,"2018-04-01","42330.00"
316,9,3,"2018-04-01","52106.00"
317,7,3,"2018-04-01","40545.00"
318,6,3,"2018-04-01","44684.00"
319,1,3,"2018-04-01","37271.00"
320,2,3,"2018-04-01","49276.00"
321,8,3,"2018-04-01","53935.00"
322,11,3,"2018-04-01","38527.00"
323,10,3,"2018-04-01","38407.00"
324,4,3,"2018-03-01","53252.00"
325,5,3,"2018-03-01","42440.00"
326,3,3,"2018-03-01","34519.00"
327,9,3,"2018-03-01","28042.00"
328,7,3,"2018-03-01","27402.00"
329,6,3,"2018-03-01","26230.00"
330,1,3,"2018-03-01","50335.00"
331,2,3,"2018-03-01","28289.00"
332,8,3,"2018-03-01","45601.00"
333,11,3,"2018-03-01","53365.00"
334,10,3,"2018-03-01","37293.00"
335,4,3,"2018-02-01","38885.00"
336,5,3,"2018-02-01","44258.00"
337,3,3,"2018-02-01","37918.00"
338,9,3,"2018-02-01","47509.00"
339,7,3,"2018-02-01","46082.00"
340,6,3,"2018-02-01","45556.00"
341,1,3,"2018-02-01","43190.00"
342,2,3,"2018-02-01","54179.00"
343,8,3,"2018-02-01","26153.00"
344,11,3,"2018-02-01","38619.00"
345,10,3,"2018-02-01","28002.00"
346,4,3,"2018-01-01","43525.00"
347,5,3,"2018-01-01","26116.00"
348,3,3,"2018-01-01","44220.00"
349,9,3,"2018-01-01","32620.00"
350,7,3,"2018-01-01","25906.00"
351,6,3,"2018-01-01","28800.00"
352,1,3,"2018-01-01","54471.00"
353,2,3,"2018-01-01","34506.00"
354,8,3,"2018-01-01","32793.00"
355,11,3,"2018-01-01","53903.00"
356,10,3,"2018-01-01","55215.00"
357,4,3,"2018-12-01","45156.00"
358,5,3,"2018-12-01","35348.00"
359,3,3,"2018-12-01","34518.00"
360,9,3,"2018-12-01","38026.00"
361,7,3,"2018-12-01","43343.00"
362,6,3,"2018-12-01","35956.00"
363,1,3,"2018-12-01","39682.00"
364,2,3,"2018-12-01","27827.00"
365,8,3,"2018-12-01","44632.00"
366,11,3,"2018-12-01","53307.00"
367,10,3,"2018-12-01","35967.00"
368,4,3,"2018-11-01","43037.00"
369,5,3,"2018-11-01","40375.00"
370,3,3,"2018-11-01","39153.00"
371,9,3,"2018-11-01","56392.00"
372,7,3,"2018-11-01","55455.00"
373,6,3,"2018-11-01","48045.00"
374,1,3,"2018-11-01","57541.00"
375,2,3,"2018-11-01","41440.00"
376,8,3,"2018-11-01","56726.00"
377,11,3,"2018-11-01","31598.00"
378,10,3,"2018-11-01","43069.00"
379,4,3,"2018-10-01","49572.00"
380,5,3,"2018-10-01","49976.00"
381,3,3,"2018-10-01","35833.00"
382,9,3,"2018-10-01","51132.00"
383,7,3,"2018-10-01","51671.00"
384,6,3,"2018-10-01","40147.00"
385,1,3,"2018-10-01","32700.00"
386,2,3,"2018-10-01","55647.00"
387,8,3,"2018-10-01","56329.00"
388,11,3,"2018-10-01","40897.00"
389,10,3,"2018-10-01","56530.00"
390,4,3,"2018-09-01","55009.00"
391,5,3,"2018-09-01","33863.00"
392,3,3,"2018-09-01","44717.00"
393,9,3,"2018-09-01","36477.00"
394,7,3,"2018-09-01","46242.00"
395,6,3,"2018-09-01","33666.00"
396,1,3,"2018-09-01","27309.00"
397,4,4,"2016-12-01","39290.00"
398,5,4,"2016-12-01","44929.00"
399,3,4,"2016-12-01","40159.00"
400,9,4,"2016-12-01","31378.00"
401,7,4,"2016-12-01","49197.00"
402,6,4,"2016-12-01","50913.00"
403,1,4,"2016-12-01","33358.00"
404,2,4,"2016-12-01","49339.00"
405,8,4,"2016-12-01","52346.00"
406,11,4,"2016-12-01","31953.00"
407,10,4,"2016-12-01","40969.00"
408,4,4,"2016-11-01","46082.00"
409,5,4,"2016-11-01","34473.00"
410,3,4,"2016-11-01","45635.00"
411,9,4,"2016-11-01","29970.00"
412,7,4,"2016-11-01","43201.00"
413,6,4,"2016-11-01","26004.00"
414,1,4,"2016-11-01","24183.00"
415,2,4,"2016-11-01","34226.00"
416,8,4,"2016-11-01","40455.00"
417,11,4,"2016-11-01","34744.00"
418,10,4,"2016-11-01","49911.00"
419,4,4,"2016-10-01","39723.00"
420,5,4,"2016-10-01","36139.00"
421,3,4,"2016-10-01","41417.00"
422,9,4,"2016-10-01","34513.00"
423,7,4,"2016-10-01","47578.00"
424,6,4,"2016-10-01","28023.00"
425,1,4,"2016-10-01","42244.00"
426,2,4,"2016-10-01","50631.00"
427,8,4,"2016-10-01","43291.00"
428,11,4,"2016-10-01","47808.00"
429,10,4,"2016-10-01","49641.00"
430,4,4,"2016-09-01","30268.00"
431,5,4,"2016-09-01","40670.00"
432,3,4,"2016-09-01","35338.00"
433,9,4,"2016-09-01","23543.00"
434,7,4,"2016-09-01","49361.00"
435,6,4,"2016-09-01","44257.00"
436,1,4,"2016-09-01","34569.00"
437,2,4,"2016-09-01","30891.00"
438,8,4,"2016-09-01","24478.00"
439,11,4,"2016-09-01","34311.00"
440,10,4,"2016-09-01","25874.00"
441,4,4,"2016-08-01","26048.00"
442,5,4,"2016-08-01","43570.00"
443,3,4,"2016-08-01","49394.00"
444,9,4,"2016-08-01","50542.00"
445,7,4,"2016-08-01","37407.00"
446,6,4,"2016-08-01","35694.00"
447,1,4,"2016-08-01","39069.00"
448,2,4,"2016-08-01","43615.00"
449,8,4,"2016-08-01","35793.00"
450,11,4,"2016-08-01","33654.00"
451,10,4,"2016-08-01","45063.00"
452,4,4,"2016-07-01","50319.00"
453,5,4,"2016-07-01","37058.00"
454,3,4,"2016-07-01","31431.00"
455,9,4,"2016-07-01","49762.00"
456,7,4,"2016-07-01","25445.00"
457,6,4,"2016-07-01","41079.00"
458,1,4,"2016-07-01","42630.00"
459,2,4,"2016-07-01","46136.00"
460,8,4,"2016-07-01","42219.00"
461,11,4,"2016-07-01","22048.00"
462,10,4,"2016-07-01","28072.00"
463,4,4,"2016-06-01","32686.00"
464,5,4,"2016-06-01","41555.00"
465,3,4,"2016-06-01","26631.00"
466,9,4,"2016-06-01","23787.00"
467,7,4,"2016-06-01","46981.00"
468,6,4,"2016-06-01","35925.00"
469,1,4,"2016-06-01","41112.00"
470,2,4,"2016-06-01","43278.00"
471,8,4,"2016-06-01","49269.00"
472,11,4,"2016-06-01","46514.00"
473,10,4,"2016-06-01","21944.00"
474,4,4,"2016-05-01","34140.00"
475,5,4,"2016-05-01","47591.00"
476,3,4,"2016-05-01","27802.00"
477,9,4,"2016-05-01","48104.00"
478,7,4,"2016-05-01","34993.00"
479,6,4,"2016-05-01","26339.00"
480,1,4,"2016-05-01","25297.00"
481,2,4,"2016-05-01","37347.00"
482,8,4,"2016-05-01","39647.00"
483,11,4,"2016-05-01","27675.00"
484,10,4,"2016-05-01","47745.00"
485,4,4,"2016-04-01","47597.00"
486,5,4,"2016-04-01","23830.00"
487,3,4,"2016-04-01","30314.00"
488,9,4,"2016-04-01","44703.00"
489,7,4,"2016-04-01","30633.00"
490,6,4,"2016-04-01","35146.00"
491,1,4,"2016-04-01","32011.00"
492,2,4,"2016-04-01","40734.00"
493,8,4,"2016-04-01","38987.00"
494,11,4,"2016-04-01","50193.00"
495,10,4,"2016-04-01","36271.00"
496,4,4,"2016-03-01","29866.00"
497,5,4,"2016-03-01","29262.00"
498,3,4,"2016-03-01","48668.00"
499,9,4,"2016-03-01","29178.00"
500,7,4,"2016-03-01","33341.00"
501,6,4,"2016-03-01","40682.00"
502,1,4,"2016-03-01","34906.00"
503,2,4,"2016-03-01","35397.00"
504,8,4,"2016-03-01","26934.00"
505,11,4,"2016-03-01","33456.00"
506,10,4,"2016-03-01","27059.00"
507,4,4,"2016-02-01","22845.00"
508,5,4,"2016-02-01","33749.00"
509,3,4,"2016-02-01","32055.00"
510,9,4,"2016-02-01","49719.00"
511,7,4,"2016-02-01","43418.00"
512,6,4,"2016-02-01","21445.00"
513,1,4,"2016-02-01","47231.00"
514,2,4,"2016-02-01","30638.00"
515,8,4,"2016-02-01","38796.00"
516,11,4,"2016-02-01","50269.00"
517,10,4,"2016-02-01","41404.00"
518,4,4,"2016-01-01","33490.00"
519,5,4,"2016-01-01","23541.00"
520,3,4,"2016-01-01","30666.00"
521,9,4,"2016-01-01","29061.00"
522,7,4,"2016-01-01","35458.00"
523,6,4,"2016-01-01","35698.00"
524,1,4,"2016-01-01","33917.00"
525,2,4,"2016-01-01","25577.00"
526,8,4,"2016-01-01","41091.00"
527,11,4,"2016-01-01","46252.00"
528,10,4,"2016-01-01","38819.00"
529,4,5,"2019-12-01","443282.00"
530,5,5,"2019-12-01","280510.00"
531,3,5,"2019-12-01","251866.00"
532,9,5,"2019-12-01","319388.00"
533,7,5,"2019-12-01","296157.00"
534,6,5,"2019-12-01","337879.00"
535,1,5,"2019-12-01","360049.00"
536,2,5,"2019-12-01","501494.00"
537,8,5,"2019-12-01","314027.00"
538,11,5,"2019-12-01","318295.00"
539,10,5,"2019-12-01","223002.00"
540,4,5,"2019-11-01","399116.00"
541,5,5,"2019-11-01","498580.00"
542,3,5,"2019-11-01","292592.00"
543,9,5,"2019-11-01","230530.00"
544,7,5,"2019-11-01","250707.00"
545,6,5,"2019-11-01","304562.00"
546,1,5,"2019-11-01","456825.00"
547,2,5,"2019-11-01","236308.00"
548,8,5,"2019-11-01","258965.00"
549,11,5,"2019-11-01","339059.00"
550,10,5,"2019-11-01","389855.00"
551,4,5,"2019-10-01","340319.00"
552,5,5,"2019-10-01","329857.00"
553,3,5,"2019-10-01","458539.00"
554,9,5,"2019-10-01","280457.00"
555,7,5,"2019-10-01","306390.00"
556,6,5,"2019-10-01","320673.00"
557,1,5,"2019-10-01","249961.00"
558,2,5,"2019-10-01","293326.00"
559,8,5,"2019-10-01","306409.00"
560,11,5,"2019-10-01","324504.00"
561,10,5,"2019-10-01","490276.00"
562,4,5,"2019-09-01","412985.00"
563,5,5,"2019-09-01","286761.00"
564,3,5,"2019-09-01","471329.00"
565,9,5,"2019-09-01","277407.00"
566,7,5,"2019-09-01","253252.00"
567,6,5,"2019-09-01","473477.00"
568,1,5,"2019-09-01","369415.00"
569,2,5,"2019-09-01","245843.00"
570,8,5,"2019-09-01","284382.00"
571,11,5,"2019-09-01","445372.00"
572,10,5,"2019-09-01","373705.00"
573,4,5,"2019-08-01","484282.00"
574,5,5,"2019-08-01","240083.00"
575,3,5,"2019-08-01","384645.00"
576,9,5,"2019-08-01","258005.00"
577,7,5,"2019-08-01","435469.00"
578,6,5,"2019-08-01","244567.00"
579,1,5,"2019-08-01","264184.00"
580,2,5,"2019-08-01","352674.00"
581,8,5,"2019-08-01","300556.00"
582,11,5,"2019-08-01","363813.00"
583,10,5,"2019-08-01","215824.00"
584,4,5,"2019-07-01","408423.00"
585,5,5,"2019-07-01","427064.00"
586,3,5,"2019-07-01","252845.00"
587,9,5,"2019-07-01","362366.00"
588,7,5,"2019-07-01","466380.00"
589,6,5,"2019-07-01","259430.00"
590,1,5,"2019-07-01","348251.00"
591,2,5,"2019-07-01","252508.00"
592,8,5,"2019-07-01","358565.00"
593,11,5,"2019-07-01","479577.00"
594,10,5,"2019-07-01","316838.00"
595,4,5,"2019-06-01","309122.00"
596,5,5,"2019-06-01","209336.00"
597,3,5,"2019-06-01","294627.00"
598,9,5,"2019-06-01","432557.00"
599,7,5,"2019-06-01","425895.00"
600,6,5,"2019-06-01","349983.00"
601,1,5,"2019-06-01","483655.00"
602,2,5,"2019-06-01","366329.00"
603,8,5,"2019-06-01","319935.00"
604,11,5,"2019-06-01","502128.00"
605,10,5,"2019-06-01","236306.00"
606,4,5,"2019-05-01","380881.00"
607,5,5,"2019-05-01","226483.00"
608,3,5,"2019-05-01","293969.00"
609,9,5,"2019-05-01","317689.00"
610,7,5,"2019-05-01","405895.00"
611,6,5,"2019-05-01","422740.00"
612,1,5,"2019-05-01","347852.00"
613,2,5,"2019-05-01","277489.00"
614,8,5,"2019-05-01","233485.00"
615,11,5,"2019-05-01","455376.00"
616,10,5,"2019-05-01","228697.00"
617,4,5,"2019-04-01","459811.00"
618,5,5,"2019-04-01","316105.00"
619,3,5,"2019-04-01","394071.00"
620,9,5,"2019-04-01","300470.00"
621,7,5,"2019-04-01","291177.00"
622,6,5,"2019-04-01","227656.00"
623,1,5,"2019-04-01","372903.00"
624,2,5,"2019-04-01","361020.00"
625,8,5,"2019-04-01","292418.00"
626,11,5,"2019-04-01","393234.00"
627,10,5,"2019-04-01","362212.00"
628,4,5,"2019-03-01","433402.00"
629,5,5,"2019-03-01","504470.00"
630,3,5,"2019-03-01","501185.00"
631,9,5,"2019-03-01","264797.00"
632,7,5,"2019-03-01","331843.00"
633,6,5,"2019-03-01","278254.00"
634,1,5,"2019-03-01","312573.00"
635,2,5,"2019-03-01","209533.00"
636,8,5,"2019-03-01","404324.00"
637,11,5,"2019-03-01","488834.00"
638,10,5,"2019-03-01","272016.00"
639,4,5,"2019-02-01","503772.00"
640,5,5,"2019-02-01","213559.00"
641,3,5,"2019-02-01","375742.00"
642,9,5,"2019-02-01","214603.00"
643,7,5,"2019-02-01","317307.00"
644,6,5,"2019-02-01","486375.00"
645,1,5,"2019-02-01","307980.00"
646,2,5,"2019-02-01","436778.00"
647,8,5,"2019-02-01","264645.00"
648,11,5,"2019-02-01","443639.00"
649,10,5,"2019-02-01","420530.00"
650,4,5,"2019-01-01","267786.00"
651,5,5,"2019-01-01","415273.00"
652,3,5,"2019-01-01","362727.00"
653,9,5,"2019-01-01","417083.00"
654,7,5,"2019-01-01","409804.00"
655,6,5,"2019-01-01","272377.00"
656,1,5,"2019-01-01","329374.00"
657,2,5,"2019-01-01","490354.00"
658,8,5,"2019-01-01","498748.00"
659,11,5,"2019-01-01","378981.00"
660,10,5,"2019-01-01","228140.00"
661,4,6,"2016-12-01","4969.00"
662,5,6,"2016-12-01","4895.00"
663,3,6,"2016-12-01","3061.00"
664,9,6,"2016-12-01","2983.00"
665,7,6,"2016-12-01","4908.00"
666,6,6,"2016-12-01","3943.00"
667,1,6,"2016-12-01","4541.00"
668,2,6,"2016-12-01","4911.00"
669,8,6,"2016-12-01","4266.00"
670,11,6,"2016-12-01","5124.00"
671,10,6,"2016-12-01","3345.00"
672,4,6,"2016-11-01","3432.00"
673,5,6,"2016-11-01","3858.00"
674,3,6,"2016-11-01","2604.00"
675,9,6,"2016-11-01","4342.00"
676,7,6,"2016-11-01","3281.00"
677,6,6,"2016-11-01","4515.00"
678,1,6,"2016-11-01","4532.00"
679,2,6,"2016-11-01","3418.00"
680,8,6,"2016-11-01","3564.00"
681,11,6,"2016-11-01","4338.00"
682,10,6,"2016-11-01","4493.00"
683,4,6,"2016-10-01","2780.00"
684,5,6,"2016-10-01","3009.00"
685,3,6,"2016-10-01","4203.00"
686,9,6,"2016-10-01","5362.00"
687,7,6,"2016-10-01","2726.00"
688,6,6,"2016-10-01","4131.00"
689,1,6,"2016-10-01","5224.00"
690,2,6,"2016-10-01","3234.00"
691,8,6,"2016-10-01","4083.00"
692,11,6,"2016-10-01","5414.00"
693,10,6,"2016-10-01","3278.00"
694,4,6,"2016-09-01","4574.00"
695,5,6,"2016-09-01","3025.00"
696,3,6,"2016-09-01","4350.00"
697,9,6,"2016-09-01","3925.00"
